unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2092,2,middle,0,y,base,0.1740829170466909,1.562447090812142,1.4057105410932296,centralised
GC/2092,2,middle,0,y,bu,0.16881549558003817,1.515170382182279,1.3800740683127826,centralised
GC/2092,2,middle,0,y,mint_shrinkage,0.16815436333752118,1.5092365193628405,1.3691819423859182,centralised
GC/2092,2,middle,0,y,mint_var,0.16893722012153484,1.5162628969388585,1.3733049763498304,centralised
GC/2092,2,middle,0,y,mint_ols,0.172536599032237,1.5485684166484623,1.3771989044759128,centralised
GC/2092,2,middle,0,y,wls_structure,0.16859408396156808,1.513183145611227,1.3689351540560795,centralised
GC/2092,2,middle,0,y,naive,0.17059731735159814,1.5311627741443974,1.4462227859786507,centralised
GC/2093,2,middle,0,y,base,0.42884316796909056,1.0554321746854423,1.0143757990213729,centralised
GC/2093,2,middle,0,y,bu,0.4322760812880242,1.0638809677182601,1.0358594822180234,centralised
GC/2093,2,middle,0,y,mint_shrinkage,0.41990849571385264,1.0334429225000674,0.9902038463686847,centralised
GC/2093,2,middle,0,y,mint_var,0.4198597104187457,1.0333228562988237,0.9991705136280874,centralised
GC/2093,2,middle,0,y,mint_ols,0.42464696335067514,1.0451048343040783,0.9982359629296875,centralised
GC/2093,2,middle,0,y,wls_structure,0.4182271899558,1.0293050363797491,0.988664219600519,centralised
GC/2093,2,middle,0,y,naive,0.5217691210045662,1.2841335928785342,1.2432476816368323,centralised
GC/2096,2,middle,0,y,base,0.2619129241492253,1.2706363159715988,1.154425622987279,centralised
GC/2096,2,middle,0,y,bu,0.2561016051616494,1.2424434615208497,1.134852569666865,centralised
GC/2096,2,middle,0,y,mint_shrinkage,0.25491047800125705,1.2366648637985305,1.124648388297996,centralised
GC/2096,2,middle,0,y,mint_var,0.25573133861707575,1.240647161778663,1.129334894476511,centralised
GC/2096,2,middle,0,y,mint_ols,0.25885280430730223,1.2557905445572894,1.1344859616182292,centralised
GC/2096,2,middle,0,y,wls_structure,0.25577807618087495,1.2408739029602072,1.1284835079887894,centralised
GC/2096,2,middle,0,y,naive,0.2828792808219178,1.3723518547846358,1.3103767548109926,centralised
