unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2076,2,middle,0,y,wls_structure,0.5147766658941234,0.9784447098563502,0.9239632411988318,localised
GC/2076,2,middle,0,y,naive,0.5688501712328767,1.0812231354289152,1.03370488163093,localised
GC/2077,2,middle,0,y,base,0.28276059546406684,1.1877867307139627,1.127123450262237,localised
GC/2077,2,middle,0,y,bu,0.2642555375049776,1.1100529069510534,1.0702125993867861,localised
GC/2077,2,middle,0,y,mint_shrinkage,0.253649589604795,1.0655007155051226,1.0202869166441924,localised
GC/2077,2,middle,0,y,mint_var,0.25433731719689845,1.0683896389313365,1.0254928805182841,localised
GC/2077,2,middle,0,y,mint_ols,0.27074926720662607,1.1373309863446917,1.0817645294430864,localised
GC/2077,2,middle,0,y,wls_structure,0.25461341122450715,1.0695494215449104,1.0220935718102637,localised
GC/2077,2,middle,0,y,naive,0.28437071917808215,1.1945503449268147,1.1575579140270973,localised
GC/2079,2,middle,0,y,base,0.2804503057493603,1.1543627318535896,1.1634319390995103,localised
GC/2079,2,middle,0,y,bu,0.2912931963097826,1.1989932011806752,1.2149190542323849,localised
GC/2079,2,middle,0,y,mint_shrinkage,0.2862391164230095,1.178190080822105,1.1801186614641526,localised
GC/2079,2,middle,0,y,mint_var,0.2763811000696889,1.137613456532572,1.1503117693395004,localised
GC/2079,2,middle,0,y,mint_ols,0.27175684481433154,1.1185795392219833,1.1137775244521109,localised
GC/2079,2,middle,0,y,wls_structure,0.273227842090381,1.1246343175528266,1.1331976040824987,localised
GC/2079,2,middle,0,y,naive,0.2967069063926941,1.221276596964733,1.229340467105646,localised
GC/2081,2,middle,0,y,base,0.13008274544072476,1.0609478144264548,1.001030408597285,localised
GC/2081,2,middle,0,y,bu,0.13058708568805294,1.0650611861216575,0.9793380287058042,localised
GC/2081,2,middle,0,y,mint_shrinkage,0.12536093015677421,1.022436945143522,0.9539386065790592,localised
GC/2081,2,middle,0,y,mint_var,0.12516970359040425,1.0208773116428367,0.9534392936844628,localised
GC/2081,2,middle,0,y,mint_ols,0.12798924316649093,1.043873323456726,0.9595297506984074,localised
GC/2081,2,middle,0,y,wls_structure,0.1250070555075567,1.0195507627032896,0.9506362595447623,localised
GC/2081,2,middle,0,y,naive,0.13913869863013698,1.1348076773260523,1.1270852274771004,localised
GC/2082,2,middle,0,y,base,0.33330922375098043,1.5929408902146103,1.348499510289386,localised
GC/2082,2,middle,0,y,bu,0.3406418030774072,1.627984521195954,1.3685394108631288,localised
GC/2082,2,middle,0,y,mint_shrinkage,0.3185624556229151,1.5224636028315912,1.2837216417226724,localised
GC/2082,2,middle,0,y,mint_var,0.3189886126238391,1.5245002788790871,1.2869851174810476,localised
GC/2082,2,middle,0,y,mint_ols,0.31735757328009967,1.5167052672830912,1.2802848806816631,localised
GC/2082,2,middle,0,y,wls_structure,0.318113948584214,1.5203201121911107,1.2840063634581205,localised
GC/2082,2,middle,0,y,naive,0.3178667237442922,1.5191385830628248,1.3801993778075459,localised
GC/2084,2,middle,0,y,base,0.13756015355623066,1.1104165427271797,1.1119767451217362,localised
GC/2084,2,middle,0,y,bu,0.1354260210840193,1.0931893447323326,1.1095698503506997,localised
GC/2084,2,middle,0,y,mint_shrinkage,0.1336527288042315,1.0788749300442024,1.0711831565216356,localised
GC/2084,2,middle,0,y,mint_var,0.13307255581105307,1.074191642968592,1.0720084862698853,localised
GC/2084,2,middle,0,y,mint_ols,0.1353415797717589,1.0925077154407137,1.0709672956575251,localised
GC/2084,2,middle,0,y,wls_structure,0.13284396711974727,1.0723464235664302,1.069127134570259,localised
GC/2084,2,middle,0,y,naive,0.13062500000000002,1.054434421189028,1.1044042821272428,localised
GC/2085,2,middle,0,y,base,0.16838992986593343,1.1134967147343675,1.0527157095932724,localised
GC/2085,2,middle,0,y,bu,0.1691872272969449,1.118768930660844,1.0713367621811531,localised
GC/2085,2,middle,0,y,mint_shrinkage,0.16197683683289063,1.0710894399688016,1.023581080357972,localised
GC/2085,2,middle,0,y,mint_var,0.16157235987399984,1.0684147921126665,1.0183419327527612,localised
GC/2085,2,middle,0,y,mint_ols,0.16793568593582023,1.110492977371499,1.0378232051835385,localised
GC/2085,2,middle,0,y,wls_structure,0.16155721649077204,1.0683146548450309,1.0148925554646588,localised
GC/2085,2,middle,0,y,naive,0.1847097602739726,1.2214133672256515,1.1831489107717834,localised
GC/2086,2,middle,0,y,base,0.4267202695325085,1.1011129929184318,1.0080613234516993,localised
GC/2086,2,middle,0,y,bu,0.4356978915933124,1.1242789332368803,1.0213165785391152,localised
GC/2086,2,middle,0,y,mint_shrinkage,0.4122893168723199,1.063875227082436,0.9661993943981905,localised
GC/2086,2,middle,0,y,mint_var,0.4003517399057942,1.0330713913138523,0.9404183910352822,localised
GC/2086,2,middle,0,y,mint_ols,0.4042515195412995,1.043134419327211,0.9514163031113654,localised
GC/2086,2,middle,0,y,wls_structure,0.396589762635626,1.0233639498187854,0.9315164413118393,localised
GC/2086,2,middle,0,y,naive,0.4405565068493151,1.1368161496944844,1.0751846592215073,localised
GC/2087,2,middle,0,y,base,0.3204143758295763,1.2500681112003178,1.1771007602855945,localised
GC/2087,2,middle,0,y,bu,0.3129805545756996,1.2210657205623363,1.1505454116649902,localised
GC/2087,2,middle,0,y,mint_shrinkage,0.2937908150889069,1.146198663388097,1.0805024348426737,localised
GC/2087,2,middle,0,y,mint_var,0.2955253808082732,1.152965916845271,1.0900159469689956,localised
GC/2087,2,middle,0,y,mint_ols,0.30360116586741354,1.1844728720160618,1.109941279195615,localised
GC/2087,2,middle,0,y,wls_structure,0.2939585499419138,1.1468530659577003,1.0819671646393032,localised
GC/2087,2,middle,0,y,naive,0.3136983447488585,1.2238661149069274,1.211738047839533,localised
GC/2088,2,middle,0,y,base,0.12538089337230546,1.2500936485971672,1.1095905112890425,localised
GC/2088,2,middle,0,y,bu,0.13159920591527605,1.3120925130643162,1.1922441120870209,localised
GC/2088,2,middle,0,y,mint_shrinkage,0.12496410880019171,1.2459381530314626,1.119457640884307,localised
GC/2088,2,middle,0,y,mint_var,0.12379624892788796,1.2342941603181288,1.1148694743512277,localised
GC/2088,2,middle,0,y,mint_ols,0.12638824116684358,1.2601372768248045,1.1065298804640777,localised
GC/2088,2,middle,0,y,wls_structure,0.12339074955210019,1.230251182312882,1.1091043787437151,localised
GC/2088,2,middle,0,y,naive,0.11761272831050229,1.172642184152908,1.1287971892323179,localised
GC/2092,2,middle,0,y,base,0.18785284525918092,1.6860363817161228,1.4992688152584748,localised
GC/2092,2,middle,0,y,bu,0.21798994582888714,1.9565260191227676,1.7444570327008617,localised
GC/2092,2,middle,0,y,mint_shrinkage,0.20886565039046212,1.8746326943478042,1.6717171796646708,localised
GC/2092,2,middle,0,y,mint_var,0.19712145986737534,1.7692250149037672,1.579548196792554,localised
