node_id,unique_id,level,role,method,MAE,MASE,RMSSE
3,GC/2018,2,middle,bu,0.2565914051883162,1.3022284591562308,1.320532267217079
3,GC/2018,2,middle,mint_cov,0.2588576984899676,1.3137301368216991,1.3204280857599153
3,GC/2018,2,middle,mint_shrinkage,0.2581368038512282,1.3100715204548314,1.317975494487715
3,GC/2018,2,middle,mint_ols,0.25927609955432634,1.3158535663767512,1.3183970710455413
3,GC/2018,2,middle,mint_var,0.2570078761613139,1.304342093293945,1.3191978914293028
3,GC/2018,2,middle,wls_structure,0.2592760995547133,1.3158535663787152,1.3183970710469526
4,GC/2021,2,middle,base,0.06966194379295783,0.8850928137408853,0.8034887970625323
4,GC/2021,2,middle,naive,0.07276855043417814,0.9245639376221826,0.8861035377670288
4,GC/2021,2,middle,bu,0.06966194379295783,0.8850928137408853,0.8034887970625323
4,GC/2021,2,middle,mint_cov,0.07165794141101116,0.9104530470590019,0.8060381836333957
4,GC/2021,2,middle,mint_shrinkage,0.07119237191716798,0.9045377338928592,0.8031074847113818
4,GC/2021,2,middle,mint_ols,0.07219861768969059,0.9173226327002182,0.8088429724086798
4,GC/2021,2,middle,mint_var,0.06967323130327656,0.885236227687212,0.803396515831887
4,GC/2021,2,middle,wls_structure,0.07219861768609777,0.9173226326545695,0.808842972396421
5,GC/2025,2,middle,base,0.06005062286831413,0.7504111630694815,0.7450470416044647
5,GC/2025,2,middle,naive,0.05638698657732274,0.7046292304454812,0.7879291578470342
5,GC/2025,2,middle,bu,0.06005062286831413,0.7504111630694815,0.7450470416044647
5,GC/2025,2,middle,mint_cov,0.07014513327524055,0.876555288363403,0.7605417638828446
5,GC/2025,2,middle,mint_shrinkage,0.06751730215015445,0.8437170975714378,0.7506855170840768
5,GC/2025,2,middle,mint_ols,0.06585309230623791,0.822920616454103,0.7484678418945544
5,GC/2025,2,middle,mint_var,0.06017102738770035,0.7519157751969789,0.7449665997152498
5,GC/2025,2,middle,wls_structure,0.06585309230499167,0.8229206164385297,0.7484678418974978
6,GC/2026,2,middle,base,0.20104285757502197,0.9666273961743688,0.9131648876667183
6,GC/2026,2,middle,naive,0.20922602753813585,1.0059726202191739,0.9853944147228312
6,GC/2026,2,middle,bu,0.2000394105190762,0.9618027561618493,0.9129252076988694
6,GC/2026,2,middle,mint_cov,0.20745783590106054,0.9974710375283011,0.9103160886042279
6,GC/2026,2,middle,mint_shrinkage,0.20522641226974445,0.986742204678837,0.9057983114305801
6,GC/2026,2,middle,mint_ols,0.20297206209574092,0.9759031394912111,0.9135987831340824
