epoch,avg_normalised_loss,avg_actual_loss,normalised_loss_delta,stopped
43,0.37659120513043587,0.17717538439015393,0.0018910262707511616,False
44,0.3765051333159375,0.1665386171460671,8.607181449837853e-05,False
45,0.3760642574079279,0.16634985543319303,0.00044087590800956367,False
46,0.37590317263704676,0.17536652916280926,0.00016108477088117024,False
47,0.3752808884683178,0.16294631696909903,0.0006222841687289482,False
48,0.3746873315398028,0.17339292220652838,0.0005935569285149822,False
49,0.3756453948244562,0.16419764055336308,0.0009580632846533654,False
50,0.3745366008156177,0.16294913787339155,0.0011087940088385095,False
51,0.3745207964022083,0.1674694450772331,1.5804413409370444e-05,False
52,0.37322355566226173,0.16444154697374413,0.0012972407399465813,False
53,0.3730548975166428,0.16599270230452015,0.00016865814561894954,False
54,0.37417108548240946,0.16436547404214286,0.0011161879657666796,False
55,0.3741489008364788,0.16200491155344487,2.218464593067848e-05,False
56,0.3738419125500575,0.16477489071383114,0.0003069882864212836,False
57,0.37308773157548586,0.15947734811786618,0.0007541809745716388,False
58,0.3726626009996652,0.1692741347261274,0.0004251305758206647,False
59,0.3730136596960755,0.17267922398548635,0.000351058696410278,False
60,0.3738763215540349,0.16319811819263394,0.0008626618579594125,False
61,0.3727908482678562,0.15983035587239128,0.0010854732861786953,False
62,0.37240312426312666,0.16854073188113947,0.0003877240047295283,False
63,0.3722498353397053,0.17040210441304243,0.00015328892342136857,False
64,0.370838425604916,0.17136255108032944,0.001411409734789315,False
65,0.37156210084035785,0.16494832326644196,0.0007236752354418674,False
66,0.3718720347805247,0.16960216099668277,0.00030993394016687326,False
67,0.37115353705478193,0.1634896879706788,0.0007184977257427838,False
68,0.37108928494452936,0.1686632747873422,6.425211025257171e-05,False
69,0.37055620087101626,0.16718597612315397,0.0005330840735131015,False
70,0.37010691877230034,0.16337118974986176,0.0004492820987159196,False
71,0.3711283428593747,0.1633500959361072,0.0010214240870743407,False
72,0.3706159246802747,0.16029233635923765,0.0005124181790999716,False
73,0.36974786501753826,0.16315120601944666,0.0008680596627364534,False
74,0.3698397528584905,0.16491316013945462,9.188784095226499e-05,False
75,0.3686399208002554,0.1627127159392789,0.0011998320582350952,False
76,0.3703768317373261,0.16207810918480564,0.0017369109370706792,False
77,0.3704289185695942,0.1677166302901699,5.208683226809452e-05,False
78,0.3691634127942056,0.16358907595780864,0.0012655057753885868,False
79,0.36979735655433504,0.16046232328048846,0.0006339437601294295,False
80,0.3690774777187479,0.16297376278963357,0.0007198788355871621,False
81,0.36873637564878226,0.1619266041407019,0.0003411020699656264,False
82,0.36950329375482915,0.15811250170380572,0.0007669181060468988,False
83,0.3712672965949982,0.16697122234718828,0.0017640028401690322,False
84,0.37009189364201645,0.16949851963126322,0.0011754029529817411,False
85,0.369608896198389,0.17014125018351378,0.0004829974436274531,False
86,0.3696341626304747,0.16850305280032624,2.5266432085724322e-05,False
87,0.36812044680991396,0.16311368221527778,0.001513715820560757,False
88,0.3690064105979238,0.16467264392168,0.0008859637880098137,False
89,0.3681374269533762,0.16066065686827594,0.0008689836445475718,False
90,0.3679716132695178,0.1648162881248367,0.00016581368385837347,False
91,0.3680165867446995,0.16076713872440945,4.497347518167549e-05,False
92,0.3687323901303425,0.16398794075471892,0.0007158033856429769,False
93,0.3683143284654807,0.16280380828680155,0.00041806166486180185,False
94,0.36818605104229274,0.16498414927795818,0.0001282774231879391,False
95,0.36906301099339206,0.16030952705899926,0.0008769599510993209,False
96,0.3671599583251264,0.16367786302184795,0.0019030526682656812,False
97,0.36671512063317396,0.1571572697649916,0.0004448376919524155,False
98,0.36712796181026225,0.16139907265861733,0.0004128411770882856,False
99,0.3663682330248498,0.16230195656900806,0.0007597287854124724,False
100,0.3668977319863192,0.15843805785405768,0.0005294989614694212,False
